order_id,order_date,customer_name,customer_email,customer_phone,state,platform,category,product_name,unit_price,quantity,discount_pct,total_amount,payment_method,customer_age,customer_gender,customer_segment,rating,delivery_days,returned
ORD-100147,2023-06-29,Customer_76,customer147@example.com,08041650322,Imo,WhatsApp Commerce,Groceries,Dangote Semolina 10kg,3220.68,2,0,6441.36,Bank Transfer,17,Male,Regular,2,9,False
ORD-100148,2023-06-30,Customer_6,customer148@example.com,08037824395,Kano,Konga,Electronics,Sony Home Theatre,303457.79,1,15,257939.12,Card,62,Female,Regular,3,11,False
ORD-100149,N/A,Customer_82,customer149@example.com,08072405478,Rivers,Jiji,Beauty,MAC Foundation,6112.15,4,0,24448.6,USSD,,Male,Regular,2,7,False
ORD-100150,2023-07-02,,customer150@example.com,08023348890,Kaduna,Jiji,Groceries,Indomie Noodles Carton,7809.1,1,20,6247.28,Card,,Female,New,3,7,False
ORD-100151,2023-07-04,Customer_15,customer151@example.com,08016702687,Kano,Flutterwave Store,Groceries,Golden Penny Rice 25kg,6348.19,1,0,6348.19,Card,24,Female,VIP,5,12,True
ORD-100152,2023-07-05,Customer_67,customer152@example.com,08092707670,Lagos,WhatsApp Commerce,Electronics,Scanfrost Refrigerator,53269.71,1,5,50606.22,POS,36,Female,Premium,4,5,False
ORD-100153,2023-07-06,Customer_66,customer153@example.com,08044625601,Delta,WhatsApp Commerce,Groceries,Titus Sardine 50pcs,4743.32,1,20,-999,Bank Transfer,39,Male,VIP,5,7,False
ORD-100154,2023-07-07,Customer_56,customer154@example.com,08095094658,Kano,Jumia,Furniture,Glass Centre Table,493049.47,5,10,2218722.61,USSD,49,Male,New,1,,False
ORD-100155,2023-07-08,Customer_68,customer155@example.com,08046748933,Imo,WhatsApp Commerce,Fashion,Men Senator Native,22520.28,1,0,22520.28,Bank Transfer,37,Male,Premium,3,2,True
ORD-100156,2023-07-10,Customer_32,customer156@example.com,0897079527,Delta,Jiji,Sports,Adidas Running Sneakers,24306.54,2,10,0,Pay on Delivery,18,Female,Regular,1,13,False
ORD-100157,2023-07-11,Customer_66,customer157@example.com,08008225955,,WhatsApp Commerce,Fashion,Men Senator Native,23103.08,2,5,43895.85,Bank Transfer,27,Male,VIP,,4,False
ORD-100158,2023-07-12,Customer_29,customer158@example.com,08057042176,Kano,Flutterwave Store,Electronics,Hisense Chest Freezer,186673.31,1,0,186673.31,Card,43,Male,VIP,2,7,False
ORD-100159,2023-07-13,Customer_66,customer159@example.com,08048412342,Delta,Flutterwave Store,Books,Nigerian Law Reports,9210.22,4,20,-999,Pay on Delivery,45,Female,New,3,3,False
ORD-100160,2023-07-14,Customer_34,customer160@example.com,08045699783,Rivers,Jiji,Sports,Nigeria Football Jersey,84764.96,2,10,152576.93,Bank Transfer,41,Female,VIP,1,2,False
ORD-100161,2023-07-16,Customer_27,customer161@example.com,08078642084,Rivers,Jiji,Electronics,Scanfrost Refrigerator,149854.26,1,10,134868.83,Bank Transfer,63,Female,Premium,4,10,False
ORD-100162,2023-07-17,Customer_60,customer162@example.com,08034310734,Imo,Jiji,Beauty,Neutrogena Body Lotion,6076.16,1,0,6076.16,Card,36,Male,VIP,-99,2,False
ORD-100163,2023-07-18,Customer_39,customer163@example.com,08076353604,Imo,WhatsApp Commerce,Books,Nigerian Law Reports,8166.59,2,20,13066.54,Pay on Delivery,43,Female,New,4,13,False
ORD-100164,2023-07-19,Customer_44,customer164@example.com,08036843848,Abuja,WhatsApp Commerce,Fashion,Female Gele Headtie,20422.42,5,0,102112.1,Card,41,Male,VIP,2,1,False
ORD-100165,2023-07-21,Customer_82,customer165@example.com,08064934488,Rivers,Konga,Electronics,LG Air Conditioner,59312.53,4,0,,Bank Transfer,48,Female,Premium,1,5,False
ORD-100166,2023-07-22,Customer_36,customer166@example.com,08012145414,Rivers,Jumia,Beauty,Nivea Fair & Lovely,22593.85,3,10,61003.39,USSD,,Female,Premium,,12,True
ORD-100167,2023-07-23,Customer_19,customer167@example.com,0842301093,Kaduna,WhatsApp Commerce,Sports,Kettlebell 20kg,83872.96,3,0,251618.88,USSD,50,Female,New,2,6,False
ORD-100168,2023-07-24,Customer_91,customer168@example.com,08018842225,Oyo,Konga,Sports,Yoga Mat Non-Slip,82932.51,1,0,82932.51,POS,49,Female,Regular,4,6,False
ORD-100169,N/A,Customer_45,customer169@example.com,08040805029,Enugu,Konga,Phones & Tablets,Samsung Galaxy A55,664276.67,1,0,664276.67,USSD,56,Male,New,2,9,False
ORD-100170,2023-07-27,Customer_84,customer170@example.com,0888885224,Kaduna,Flutterwave Store,Beauty,Maybelline Mascara,13617.81,4,10,49024.12,Pay on Delivery,62,Male,Regular,1,4,False
ORD-100171,2023-07-28,Customer_21,customer171@example.com,08086440192,Imo,WhatsApp Commerce,Furniture,Glass Centre Table,412150.85,2,5,783086.61,POS,33,Male,Premium,3,1,True
ORD-100172,2023-07-29,Customer_23,customer172@example.com,08094082213,Anambra,Konga,Groceries,Indomie Noodles Carton,4235.68,1,10,3812.11,Pay on Delivery,26,Female,VIP,3,6,False
ORD-100173,2023-07-30,Customer_94,customer173@example.com,08096725950,Enugu,Flutterwave Store,Books,JAMB CBT Practice Book,1925.49,1,0,1925.49,USSD,38,Male,VIP,,5,False
ORD-100174,2023-08-01,,customer174@example.com,08022997438,Anambra,Jumia,Beauty,MAC Foundation,10607.0,4,20,33942.4,USSD,63,Female,Premium,4,10,False
ORD-100175,2023-08-02,,customer175@example.com,08017460942,Lagos,Flutterwave Store,Phones & Tablets,Infinix Hot 40 Pro,415560.64,5,15,1766132.72,Bank Transfer,37,Female,New,3,6,False
ORD-100176,2023-08-03,Customer_27,customer176@example.com,08018336991,Imo,Jumia,Groceries,Golden Penny Rice 25kg,5901.52,1,5,5606.44,Pay on Delivery,32,Male,VIP,4,3,False
ORD-100177,2023-08-04,Customer_98,missing@,08052432792,Kano,Jiji,Groceries,Golden Penny Rice 25kg,1299.34,1,0,1299.34,Card,20,Female,New,2,2,False
ORD-100178,2023-08-05,Customer_72,customer178@example.com,08061299361,Oyo,Jiji,Electronics,Sony Home Theatre,61906.21,1,5,58810.9,Bank Transfer,59,Female,VIP,5,6,False
ORD-100179,2023-08-07,,customer179@example.com,08069202463,Anambra,Flutterwave Store,Groceries,Dangote Semolina 10kg,2477.63,1,20,,Pay on Delivery,26,Male,Regular,5,13,False
ORD-100180,2023-08-08,Customer_41,customer180@example.com,08012355646,Enugu,Jiji,Furniture,Computer Work Desk,151586.74,3,0,454760.22,POS,45,Male,VIP,2,1,True
ORD-100181,2023-08-09,Customer_26,customer181@example.com,08097019509,Imo,WhatsApp Commerce,Sports,Yoga Mat Non-Slip,88665.6,1,20,70932.48,Pay on Delivery,30,Female,Regular,5,7,False
ORD-100182,2023-08-10,Customer_28,,0864364958,Kaduna,Flutterwave Store,Phones & Tablets,Tecno Spark 20 Pro,226808.96,3,0,680426.88,POS,42,Male,VIP,1,7,False
ORD-100183,"August 12, 2023",Customer_64,customer183@example.com,08054574119,Abuja,Konga,Groceries,Dangote Semolina 10kg,5248.24,3,5,14957.48,POS,50,Female,VIP,2,10,False
ORD-100184,2023-08-13,Customer_68,customer184@example.com,08092760483,Delta,WhatsApp Commerce,Electronics,LG Air Conditioner,180581.74,5,0,902908.7,USSD,48,Male,VIP,4,13,False
ORD-100185,2023-08-14,Customer_95,customer185@example.com,0860498452,Rivers,Flutterwave Store,Furniture,Glass Centre Table,297314.83,1,0,297314.83,Card,35,Female,VIP,2,7,False
ORD-100186,2023-08-15,Customer_80,customer186@example.com,08079737861,Oyo,Jumia,Fashion,Men Agbada Set,38119.55,2,0,76239.1,Pay on Delivery,31,Female,VIP,3,12,True
ORD-100187,2023-08-16,Customer_51,customer187@example.com,08042612833,Oyo,Jiji,Sports,Kettlebell 20kg,50312.64,2,10,90562.75,Card,49,Female,New,4,11,False
ORD-100188,2023-08-18,Customer_74,customer188@example.com,08028214505,Rivers,Jiji,Sports,Yoga Mat Non-Slip,93196.63,1,10,83876.97,POS,17,Male,Regular,3,10,True
ORD-100189,2023-08-19,Customer_48,customer189@example.com,,Rivers,Jiji,Phones & Tablets,Xiaomi Redmi Note 13,357857.59,3,15,912536.85,USSD,50,Male,Regular,4,1,True
ORD-100190,2023-08-20,Customer_10,customer190@example.com,0891854134,XXX,Flutterwave Store,Sports,Yoga Mat Non-Slip,44402.95,4,15,150970.03,Card,55,Female,VIP,5,4,False
ORD-100191,2023-08-21,Customer_73,customer191@example.com,08056549487,XXX,WhatsApp Commerce,Groceries,Indomie Noodles Carton,7689.7,4,0,30758.8,Bank Transfer,43,Male,New,2,13,False
ORD-100192,2023-08-22,Customer_39,customer192@example.com,08039427649,Lagos,Jumia,Electronics,Scanfrost Refrigerator,76764.26,2,15,130499.24,POS,62,Male,New,1,7,False
ORD-100193,2023-08-24,Customer_100,customer193@example.com,08029405933,Abuja,Jiji,Sports,Adidas Running Sneakers,13569.42,4,20,43422.14,Bank Transfer,54,Male,Premium,4,11,False
ORD-100194,2023-08-25,Customer_100,customer194@example.com,08031092756,Kaduna,WhatsApp Commerce,Sports,Nigeria Football Jersey,93205.35,2,5,177090.16,Card,21,Female,Premium,4,9,False
ORD-100195,2023-08-26,Customer_19,customer195@example.com,08077354871,Lagos,Konga,Fashion,Ankara Midi Dress,5400.61,4,0,21602.44,Card,24,Male,New,3,5,False
ORD-100196,2023-08-27,Customer_64,customer196@example.com,08000343626,Delta,Konga,Fashion,Ankara Midi Dress,38075.86,1,20,30460.69,Card,35,Male,Premium,5,13,False
ORD-100197,2023-08-29,Customer_19,customer197@example.com,08057765595,Rivers,Jumia,Books,Nigerian Law Reports,5921.69,1,0,5921.69,Pay on Delivery,16,Male,Regular,3,2,True
ORD-100198,2023-08-30,Customer_76,,08042751664,Abuja,Jiji,Furniture,Wardrobe 4-Door,459869.0,3,0,1379607.0,POS,23,Female,New,3,7,False
ORD-100199,2023-08-31,Customer_62,customer199@example.com,0880178996,,Konga,Groceries,Honeywell Flour 10kg,5911.5,1,0,5911.5,POS,38,Female,Premium,5,10,False
ORD-100200,2023-09-01,Customer_13,customer200@example.com,08029184940,Kaduna,WhatsApp Commerce,Sports,Nigeria Football Jersey,74417.35,5,20,297669.4,POS,999,Female,New,1,1,False
ORD-100201,"September 02, 2023",Customer_25,customer201@example.com,08008776428,Delta,WhatsApp Commerce,Beauty,Dark & Lovely Relaxer,23773.22,2,0,47546.44,Pay on Delivery,,Male,Premium,3,7,False
ORD-100202,2023-09-04,Customer_100,customer202@example.com,08097547261,Delta,Konga,Sports,Yoga Mat Non-Slip,49407.98,3,0,148223.94,Card,40,Female,New,3,6,False
ORD-100203,2023-09-05,Customer_89,customer203@example.com,08046990980,Enugu,Jiji,Electronics,Sony Home Theatre,334619.12,2,0,669238.24,Card,62,Male,VIP,-99,7,False
ORD-100204,2023-09-06,Customer_92,customer204@example.com,08075583731,Enugu,Jumia,Books,ICAN Study Pack,2658.01,1,5,2525.11,Bank Transfer,53,Male,Regular,5,13,False
ORD-100205,2023-09-07,Customer_42,customer205@example.com,08038870646,Delta,Jiji,Furniture,L-Shape Office Sofa,254783.6,4,15,866264.24,Pay on Delivery,30,Female,Premium,2,10,False
ORD-100206,2023-09-09,  Customer_39  ,customer206@example.com,08033127859,Lagos,Flutterwave Store,Beauty,Nivea Fair & Lovely,7331.85,4,5,27861.03,USSD,36,Male,VIP,1,3,True
ORD-100207,2023-09-10,Customer_30,customer207@example.com,08067759708,Imo,Konga,Books,ICAN Study Pack,7030.3,5,15,29878.78,Pay on Delivery,50,Female,New,1,3,True
ORD-100208,2023-09-11,Customer_5,customer208@example.com,08084885096,Kaduna,Flutterwave Store,Phones & Tablets,Samsung Galaxy A55,158940.62,1,0,158940.62,Bank Transfer,61,Male,VIP,5,7,True
ORD-100209,2023-09-12,Customer_81,customer209@example.com,,Enugu,Konga,Furniture,Computer Work Desk,424726.59,3,0,1274179.77,Bank Transfer,29,Male,Regular,4,13,False
ORD-100210,2023-09-13,Customer_18,customer210@example.com,08077013825,Oyo,Jumia,Sports,Yoga Mat Non-Slip,102029.72,5,0,510148.6,Bank Transfer,51,Male,Premium,4,2,False
ORD-100211,2023-09-15,Customer_21,customer211@example.com,08062549306,Rivers,Jiji,Sports,Kettlebell 20kg,114762.65,1,0,114762.65,Card,,Male,Premium,5,1,True
ORD-100212,2023-09-16,Customer_86,customer212@example.com,08065431954,Kaduna,Jiji,Furniture,Wardrobe 4-Door,98469.27,2,20,157550.83,USSD,32,Male,New,,9,True
ORD-100213,2023-09-17,Customer_50,customer213@example.com,08065894880,Delta,Konga,Sports,Kettlebell 20kg,75929.91,1,15,64540.42,Bank Transfer,54,Female,Regular,1,9,False
ORD-100214,2023-09-18,Customer_6,customer214@example.com,08065560305,Delta,WhatsApp Commerce,Groceries,Honeywell Flour 10kg,4056.78,5,20,16227.12,POS,24,Female,VIP,1,7,False
ORD-100215,2023-09-20,Customer_50,customer215@example.com,08083567887,Kano,Flutterwave Store,Furniture,Wardrobe 4-Door,188582.27,5,0,942911.35,Card,50,Female,New,2,7,False
ORD-100216,2023-09-21,Customer_80,customer216@example.com,08014020236,,Jiji,Books,Nigerian Law Reports,4996.63,3,0,14989.89,USSD,28,Female,Premium,5,3,False
ORD-100217,2023-09-22,  Customer_66  ,customer217@example.com,08007394108,Rivers,Jiji,Furniture,6ft Orthopedic Mattress,221076.94,2,10,397938.49,POS,30,Male,VIP,3,10,False
ORD-100218,2023-09-23,,customer218@example.com,08000838460,Oyo,Konga,Beauty,Neutrogena Body Lotion,17859.2,2,5,33932.48,USSD,33,Male,New,3,2,False
ORD-100219,2023-09-24,Customer_57,customer219@example.com,08008200550,Anambra,WhatsApp Commerce,Sports,Treadmill Manual,72999.47,3,5,208048.49,USSD,,Female,VIP,2,11,False
ORD-100220,2023-09-26,Customer_30,customer220@example.com,08092226332,Enugu,Flutterwave Store,Groceries,Titus Sardine 50pcs,3947.61,1,0,3947.61,POS,21,Female,VIP,2,7,False
ORD-100221,27/09/2023,Customer_58,customer221@example.com,08013756613,Kano,WhatsApp Commerce,Groceries,Honeywell Flour 10kg,1069.5,1,0,1069.5,Pay on Delivery,42,Male,New,,9,False
ORD-100222,2023-09-28,Customer_52,customer222@example.com,08052839150,Delta,WhatsApp Commerce,Phones & Tablets,Infinix Hot 40 Pro,94490.49,1,15,80316.92,USSD,38,Female,VIP,2,,False
ORD-100223,2023-09-29,Customer_37,customer223@example.com,08007451182,Imo,Konga,Books,ACCA F3 Textbook,1225.27,1,10,-999,Pay on Delivery,42,Male,VIP,2,13,False
ORD-100224,2023-09-30,,customer224@example.com,08043917961,Lagos,WhatsApp Commerce,Fashion,Ankara Midi Dress,43627.22,2,10,78529.0,USSD,,Male,Regular,3,4,False
ORD-100225,2023-10-02,Customer_87,customer225@example.com,08060415662,Kano,Flutterwave Store,Fashion,Ankara Midi Dress,2723.29,2,20,4357.26,POS,61,Female,Regular,4,6,False
ORD-100226,2023-10-03,Customer_1,customer226@example.com,08077651581,Imo,Jumia,Furniture,6ft Orthopedic Mattress,73969.53,4,5,281084.21,USSD,53,Male,Premium,2,7,False
ORD-100227,2023-10-04,Customer_19,customer227@example.com,08052761608,Kaduna,Jumia,Phones & Tablets,Xiaomi Redmi Note 13,275666.37,1,0,275666.37,Bank Transfer,29,Male,Regular,2,10,True
ORD-100228,2023-10-05,Customer_46,customer228@example.com,08012094854,Kaduna,Flutterwave Store,Electronics,LG Air Conditioner,285489.13,2,0,570978.26,Bank Transfer,51,Female,New,4,7,True
ORD-100229,N/A,Customer_67,customer229@example.com,08071459774,Unknwon,Konga,Furniture,Wardrobe 4-Door,481996.92,2,0,963993.84,USSD,23,Female,VIP,5,10,False
ORD-100230,2023-10-08,Customer_2,customer230@example.com,08086531752,Kano,Jiji,Phones & Tablets,Xiaomi Redmi Note 13,639360.37,4,20,2045953.18,POS,50,Male,Premium,4,2,True
ORD-100231,2023-10-09,Customer_56,customer231@example.com,08065170054,Kaduna,Konga,Books,Nigerian Law Reports,8658.05,4,0,34632.2,POS,34,Female,Regular,3,4,False
ORD-100232,2023-10-10,  Customer_17  ,customer232@example.com,08016207276,Delta,Flutterwave Store,Books,Nigerian Law Reports,6830.05,1,0,6830.05,Card,45,Male,VIP,5,5,False
ORD-100233,2023-10-11,Customer_92,customer233@example.com,08060599763,Kaduna,WhatsApp Commerce,Books,Nigerian Law Reports,2136.42,1,20,1709.14,POS,29,Female,New,1,12,False
ORD-100234,2023-10-13,Customer_82,customer234@example.com,08034639096,Imo,Jumia,Books,Nigerian Law Reports,11548.24,4,0,46192.96,Pay on Delivery,35,Male,VIP,4,1,False
ORD-100235,2023-10-14,Customer_97,customer235@example.com,08079994914,Anambra,WhatsApp Commerce,Books,ICAN Study Pack,9390.64,1,0,9390.64,USSD,64,Male,New,3,1,True
ORD-100236,2023-10-15,Customer_79,customer236@example.com,08027841160,Enugu,Konga,Phones & Tablets,iPhone 15 128GB,523796.28,2,0,1047592.56,Bank Transfer,40,Male,VIP,5,10,False
ORD-100237,2023-10-16,Customer_22,customer237@example.com,0979206285,XXX,Flutterwave Store,Phones & Tablets,Xiaomi Redmi Note 13,615662.42,3,15,1569939.17,POS,,Male,Premium,4,3,False
ORD-100238,2023-10-18,Customer_27,customer238@example.com,08085127029,Rivers,Jumia,Groceries,Honeywell Flour 10kg,5930.77,1,5,5634.23,Bank Transfer,39,Male,Premium,2,10,False
ORD-100239,2023-10-19,Customer_55,customer239@example.com,08004364704,Imo,Flutterwave Store,Beauty,Dark & Lovely Relaxer,16221.0,1,0,16221.0,Card,,Male,Regular,,3,False
ORD-100240,2023-10-20,Customer_32,customer240@example.com,0732896788,Anambra,Jumia,Fashion,Female Aso-Oke,44174.51,4,0,176698.04,USSD,41,Male,Regular,1,12,False
ORD-100241,2023-10-21,Customer_60,customer241@example.com,08007187248,Kaduna,Jumia,Sports,Nigeria Football Jersey,108693.57,2,0,217387.14,POS,53,Male,VIP,4,8,False
ORD-100242,2023-10-22,Customer_83,customer242@example.com,08033398573,Oyo,Jumia,Books,WAEC Past Questions,8183.98,3,15,20869.15,Bank Transfer,,Male,VIP,5,9,True
ORD-100243,2023-10-24,Customer_28,customer243@example.com,08096372041,Abuja,Konga,Electronics,LG Air Conditioner,247213.7,3,5,704559.04,POS,,Female,Regular,5,11,True
ORD-100244,25/10/2023,Customer_28,customer244@example.com,08022549802,Anambra,Flutterwave Store,Sports,Adidas Running Sneakers,9036.71,1,15,,Card,63,Male,Regular,4,12,False
ORD-100245,2023-10-26,Customer_74,customer245@example.com,08072257592,Kaduna,Jiji,Phones & Tablets,Infinix Hot 40 Pro,547486.86,1,5,520112.52,Bank Transfer,34,Female,VIP,5,1,True
ORD-100246,27/10/2023,Customer_84,customer246@example.com,08073525889,Anambra,Jiji,Electronics,Samsung Smart TV,29795.42,2,10,53631.76,Bank Transfer,61,Female,VIP,,11,False
ORD-100247,2023-10-29,Customer_25,customer247@example.com,08036297753,Anambra,Jiji,Electronics,Scanfrost Refrigerator,212068.36,3,5,604394.83,USSD,18,Female,VIP,4,2,True
ORD-100248,N/A,Customer_85,customer248@example.com,0876974688,Imo,Flutterwave Store,Electronics,Hisense Chest Freezer,349783.42,1,0,349783.42,USSD,57,Male,Premium,2,10,False
ORD-100249,2023-10-31,Customer_78,,08029352875,Oyo,WhatsApp Commerce,Groceries,Dangote Semolina 10kg,4668.55,3,15,11904.8,Bank Transfer,34,Male,New,2,2,True
ORD-100250,2023-11-01,Customer_86,notanemail,08029702449,Kaduna,Flutterwave Store,Phones & Tablets,Samsung Galaxy A55,397005.74,5,0,,USSD,24,Female,New,3,4,False
ORD-100251,2023-11-02,Customer_26,notanemail,08074664783,Oyo,Jumia,Electronics,Sony Home Theatre,119806.38,2,10,215651.48,Bank Transfer,43,Male,Regular,4,2,False
ORD-100252,2023-11-04,  Customer_75  ,customer252@example.com,08003535489,Kano,WhatsApp Commerce,Books,JAMB CBT Practice Book,2501.64,2,0,5003.28,Pay on Delivery,35,Male,Premium,5,7,False
ORD-100253,2023-11-05,Customer_71,customer253@example.com,08037931104,Imo,Jumia,Furniture,Wardrobe 4-Door,372236.24,5,0,1861181.2,POS,60,Male,VIP,2,13,False
ORD-100254,2023-11-06,Customer_17,customer254@example.com,08045523030,Enugu,Jumia,Electronics,Sony Home Theatre,79520.67,2,15,135185.14,Pay on Delivery,,Male,VIP,3,9,False
ORD-100255,2023-11-07,CUSTOMER_82,customer255@example.com,0899398941,Enugu,Flutterwave Store,Groceries,Titus Sardine 50pcs,1364.62,5,20,5458.48,Pay on Delivery,29,Male,Regular,4,7,False
ORD-100256,2023-11-08,,customer256@example.com,08008937470,Anambra,Jiji,Sports,Kettlebell 20kg,52346.23,4,20,167507.94,POS,24,Male,Regular,4,12,False
ORD-100257,10/11/2023,Customer_56,customer257@example.com,08015141250,Delta,WhatsApp Commerce,Phones & Tablets,iPhone 15 128GB,643436.51,4,0,2573746.04,Bank Transfer,34,Female,Premium,1,6,False
ORD-100258,2023-11-11,Customer_64,customer258@example.com,08061570844,Abuja,Konga,Beauty,MAC Foundation,18830.56,1,5,17889.03,Bank Transfer,62,Female,New,1,10,False
ORD-100259,2023-11-12,Customer_20,customer259@example.com,08015378872,Kano,Jiji,Groceries,Golden Penny Rice 25kg,911.62,2,0,1823.24,USSD,29,Female,New,2,1,False
ORD-100260,13/11/2023,Customer_38,customer260@example.com,,Imo,Konga,Electronics,LG Air Conditioner,167473.13,2,20,267957.01,Card,53,Female,VIP,1,11,False
ORD-100261,2023-11-15,Customer_75,,08049857909,Delta,Flutterwave Store,Phones & Tablets,iPhone 15 128GB,434662.45,2,0,869324.9,Bank Transfer,51,Female,Regular,2,10,True
ORD-100262,2023-11-16,Customer_58,customer262@example.com,08085477211,Unknwon,WhatsApp Commerce,Furniture,L-Shape Office Sofa,331159.66,3,10,894131.08,POS,55,Male,Premium,5,9,False
ORD-100263,2023-11-17,Customer_16,customer263@example.com,08067977921,Abuja,Flutterwave Store,Electronics,Sony Home Theatre,232806.06,3,10,628576.36,Card,32,Male,VIP,2,5,False
ORD-100264,2023-11-18,Customer_51,customer264@example.com,08028660696,Enugu,Konga,Groceries,Honeywell Flour 10kg,3235.23,5,15,13749.73,POS,45,Male,New,1,11,False
ORD-100265,2023-11-19,Customer_27,customer265@example.com,08072916444,XXX,Jumia,Fashion,Female Gele Headtie,26328.78,2,10,0,POS,24,Female,New,5,5,False
ORD-100266,2023-11-21,Customer_51,customer266@example.com,08075685037,Delta,Flutterwave Store,Books,WAEC Past Questions,6395.47,5,15,27180.75,POS,48,Female,Premium,1,6,False
ORD-100267,2023-11-22,Customer_75,customer267@example.com,08092209050,Kano,WhatsApp Commerce,Beauty,MAC Foundation,22216.96,5,15,94422.08,Card,40,Male,VIP,,9,False
ORD-100268,2023-11-23,Customer_16,customer268@example.com,08046585830,Abuja,Flutterwave Store,Sports,Treadmill Manual,65041.02,3,15,165854.6,Pay on Delivery,29,Female,Premium,3,,False
ORD-100269,2023-11-24,CUSTOMER_87,customer269@example.com,0749335315,Delta,Jiji,Groceries,Dangote Semolina 10kg,3807.74,2,20,6092.38,POS,,Male,VIP,4,8,False
ORD-100270,2023-11-26,,customer270@example.com,08008449314,Lagos,Flutterwave Store,Phones & Tablets,Infinix Hot 40 Pro,344431.37,5,20,1377725.48,USSD,50,Male,New,1,8,False
ORD-100271,2023-11-27,Customer_76,customer271@example.com,08088505435,Imo,Konga,Beauty,Neutrogena Body Lotion,14652.75,1,5,13920.11,Bank Transfer,56,Male,Regular,2,8,False
ORD-100272,2023-11-28,Customer_40,,08016389143,Delta,Flutterwave Store,Beauty,Maybelline Mascara,20256.24,2,0,40512.48,Bank Transfer,29,Female,Regular,5,1,False
ORD-100273,2023-11-29,Customer_67,customer273@example.com,08077557984,Anambra,WhatsApp Commerce,Beauty,MAC Foundation,13829.32,2,15,23509.84,Bank Transfer,45,Female,New,1,1,False
ORD-100274,2023-11-30,Customer_2,customer274@example.com,08019943033,Kaduna,Flutterwave Store,Electronics,Scanfrost Refrigerator,236654.48,2,15,402312.62,Card,56,Male,Regular,1,8,False
ORD-100275,2023-12-02,Customer_48,customer275@example.com,08008234654,Anambra,Flutterwave Store,Books,ACCA F3 Textbook,9168.84,5,0,45844.2,USSD,19,Male,Regular,4,5,False
ORD-100276,2023-12-03,Customer_52,customer276@example.com,08065462081,Abuja,WhatsApp Commerce,Electronics,Scanfrost Refrigerator,189256.32,2,0,378512.64,USSD,19,Female,VIP,2,9,False
ORD-100277,2023-12-04,,customer277@example.com,08079825606,Oyo,Flutterwave Store,Phones & Tablets,Xiaomi Redmi Note 13,361515.05,3,15,921863.38,USSD,43,Female,Premium,3,2,True
ORD-100278,2023-12-05,Customer_93,customer278@example.com,08073374540,Anambra,WhatsApp Commerce,Electronics,Hisense Chest Freezer,308682.9,3,5,879746.26,USSD,23,Female,VIP,5,9,False
ORD-100279,2023-12-07,Customer_98,customer279@example.com,08016547415,Kaduna,Konga,Fashion,Female Gele Headtie,20244.01,4,10,72878.44,USSD,17,Female,Premium,2,12,False
ORD-100280,2023-12-08,Customer_84,customer280@example.com,08056105241,Anambra,WhatsApp Commerce,Books,JAMB CBT Practice Book,6188.98,2,10,11140.16,Pay on Delivery,999,Male,Premium,5,8,False
ORD-100281,2023-12-09,Customer_82,customer281@example.com,08039105396,Delta,Konga,Books,ICAN Study Pack,11895.69,1,0,11895.69,USSD,61,Male,Regular,1,9,False
ORD-100282,2023-12-10,Customer_78,customer282@example.com,08091488169,Kaduna,Konga,Phones & Tablets,Xiaomi Redmi Note 13,35181.71,4,0,140726.84,USSD,37,Female,Premium,4,4,False
ORD-100283,2023-12-11,Customer_82,customer283@example.com,08002886223,Imo,WhatsApp Commerce,Sports,Adidas Running Sneakers,24700.33,3,10,66690.89,Card,56,Female,Premium,4,1,False
ORD-100284,2023-12-13,Customer_2,customer284@example.com,08014665997,Oyo,Flutterwave Store,Fashion,Men Agbada Set,18818.47,2,10,33873.25,Card,31,Female,New,3,1,False
ORD-100285,2023-12-14,Customer_65,customer285@example.com,08021114093,Delta,Jiji,Groceries,Golden Penny Rice 25kg,7494.42,3,20,17986.61,USSD,44,Female,Premium,4,5,False
ORD-100286,2023-12-15,Customer_20,missing@,08014937049,Lagos,WhatsApp Commerce,Electronics,LG Air Conditioner,38459.95,2,5,73073.9,Pay on Delivery,64,Male,New,1,2,False
ORD-100287,2023-12-16,Customer_34,customer287@example.com,08093701061,Lagos,Flutterwave Store,Furniture,Glass Centre Table,29505.58,4,0,118022.32,USSD,63,Female,VIP,3,8,False
ORD-100288,2023-12-17,Customer_41,customer288@example.com,08059109294,Abuja,Konga,Electronics,Scanfrost Refrigerator,32649.09,2,0,65298.18,USSD,45,Female,Regular,2,10,False
ORD-100289,2023-12-19,Customer_41,customer289@example.com,08084195753,Rivers,Jumia,Beauty,Maybelline Mascara,2942.75,3,20,7062.6,USSD,27,Male,Premium,4,11,False
ORD-100290,20/12/2023,Customer_75,customer290@example.com,08079175105,Anambra,Jiji,Electronics,Samsung Smart TV,27594.92,5,20,110379.68,POS,,Female,New,3,5,False
ORD-100291,2023-12-21,CUSTOMER_91,customer291@example.com,08049783675,Kaduna,Flutterwave Store,Groceries,Dangote Semolina 10kg,4098.36,2,0,8196.72,Pay on Delivery,26,Male,VIP,1,5,False
ORD-100292,2023-12-22,Customer_23,customer292@example.com,08084132396,Delta,Jiji,Electronics,LG Air Conditioner,209553.66,2,20,335285.86,Bank Transfer,61,Male,VIP,5,2,False
ORD-100293,24/12/2023,Customer_38,customer293@example.com,08007460104,Lagos,Jumia,Fashion,Ankara Midi Dress,14046.7,1,5,13344.36,USSD,36,Male,VIP,5,7,False
