order_id,order_date,customer_name,customer_email,customer_phone,state,platform,category,product_name,unit_price,quantity,discount_pct,total_amount,payment_method,customer_age,customer_gender,customer_segment,rating,delivery_days,returned,customer_phone_clean,total_recalc,order_year,order_month,order_monthname,order_quarter,age_group,is_high_value,discount_tier
ORD-100100,2023-01-01,Customer_12,notanemail,8088421759.0,Imo,Jiji,Sports,Kettlebell 20Kg,42120.45,2,5,80028.86,Card,23.0,Male,Vip,3.0,9.0,False,INVALID,80028.855,2023,1,January,Q1,18-25,True,0-9%
ORD-100101,2023-04-05,Customer_16,customer101@example.com,8009192042.0,Delta,Jiji,Fashion,Men Agbada Set,5708.89,4,0,22835.56,Pay On Delivery,52.0,Female,Regular,4.0,10.0,False,INVALID,22835.56,2023,4,April,Q2,46-55,False,No Discount
ORD-100102,2023-05-05,Customer_4,customer102@example.com,8058288025.0,Kaduna,Jiji,Fashion,Female Aso-Oke,34512.96,2,0,69025.92,Pos,41.5,Female,Vip,5.0,2.0,True,INVALID,69025.92,2023,5,May,Q2,36-45,True,No Discount
ORD-100103,2023-06-05,Customer_89,customer103@example.com,8048566333.0,Delta,Flutterwave Store,Books,Waec Past Questions,4140.86,1,0,4140.86,Bank Transfer,63.0,Male,Premium,3.0,1.0,True,INVALID,4140.86,2023,6,June,Q2,56-65,False,No Discount
ORD-100104,2023-07-05,Customer_34,customer104@example.com,8078160039.0,Oyo,Konga,Fashion,Men Senator Native,40640.79,2,5,77217.5,Ussd,58.0,Female,Vip,2.0,2.0,False,INVALID,77217.501,2023,7,July,Q3,56-65,True,0-9%
ORD-100105,2023-08-05,Customer_92,no-email@placeholder.ng,8010916859.0,Rivers,Jumia,Fashion,Men Agbada Set,24879.58,3,0,64540.42,Card,52.0,Male,New,1.0,7.0,False,INVALID,74638.74,2023,8,August,Q3,46-55,False,No Discount
ORD-100106,2023-10-05,Unknown Customer,no-email@placeholder.ng,8098608138.0,Kaduna,Konga,Phones & Tablets,Xiaomi Redmi Note 13,647573.58,1,20,518058.86,Pos,19.0,Male,Regular,4.0,7.0,False,INVALID,518058.864,2023,10,October,Q4,18-25,True,20%+
ORD-100107,2023-11-05,Customer_75,customer107@example.com,0000000000,Rivers,Konga,Books,Jamb Cbt Practice Book,11772.46,2,10,21190.43,Pay On Delivery,45.0,Male,Premium,3.0,1.0,True,INVALID,21190.428,2023,11,November,Q4,36-45,False,10-14%
ORD-100108,2023-12-05,Customer_77,customer108@example.com,8072390399.0,Imo,Whatsapp Commerce,Phones & Tablets,Xiaomi Redmi Note 13,677438.48,2,5,1287133.11,Pos,21.0,Male,New,2.0,6.0,False,INVALID,1287133.112,2023,12,December,Q4,18-25,True,0-9%
ORD-100109,2023-01-01,Customer_31,customer109@example.com,8036928931.0,Imo,Jumia,Sports,Treadmill Manual,104438.27,4,20,334202.46,Ussd,41.5,Male,Premium,3.0,7.0,False,INVALID,334202.46400000004,2023,1,January,Q1,36-45,True,20%+
ORD-100110,2023-01-01,Customer_25,no-email@placeholder.ng,8019590532.0,Imo,Jiji,Beauty,Maybelline Mascara,10673.22,1,10,9605.9,Bank Transfer,34.0,Female,Regular,3.0,9.0,False,INVALID,9605.898,2023,1,January,Q1,26-35,False,10-14%
ORD-100111,2023-01-01,Customer_74,customer111@example.com,8082581644.0,Anambra,Konga,Sports,Nigeria Football Jersey,67551.54,1,0,67551.54,Pay On Delivery,47.0,Male,Vip,5.0,8.0,True,INVALID,67551.54,2023,1,January,Q1,46-55,True,No Discount
ORD-100112,2023-01-01,Customer_24,customer112@example.com,8038983218.0,Oyo,Flutterwave Store,Beauty,Neutrogena Body Lotion,6944.1,1,15,5902.48,Bank Transfer,24.0,Male,Regular,5.0,6.0,False,INVALID,5902.485000000001,2023,1,January,Q1,18-25,False,15-19%
ORD-100113,2023-01-01,Customer_65,customer113@example.com,8044354385.0,Enugu,Konga,Phones & Tablets,Xiaomi Redmi Note 13,185026.52,3,5,527325.58,Pos,27.0,Female,Regular,3.0,3.0,False,INVALID,527325.5819999999,2023,1,January,Q1,26-35,True,0-9%
ORD-100114,2023-01-01,Customer_25,customer114@example.com,8092950495.0,Delta,Jiji,Sports,Yoga Mat Non-Slip,62144.42,1,0,62144.42,Pos,26.0,Male,Vip,2.0,8.0,False,INVALID,62144.42,2023,1,January,Q1,26-35,False,No Discount
ORD-100115,2023-01-01,Customer_28,customer115@example.com,8021377232.0,Rivers,Konga,Books,Waec Past Questions,7626.53,5,5,36226.02,Card,61.0,Male,New,3.0,7.0,False,INVALID,36226.0175,2023,1,January,Q1,56-65,False,0-9%
ORD-100116,2023-01-01,Customer_36,customer116@example.com,8035421808.0,Kano,Whatsapp Commerce,Electronics,Sony Home Theatre,128655.87,5,5,611115.38,Pay On Delivery,31.0,Female,Premium,1.0,3.0,True,INVALID,611115.3825,2023,1,January,Q1,26-35,True,0-9%
ORD-100117,2023-01-01,Customer_82,customer117@example.com,883028125.0,Delta,Whatsapp Commerce,Phones & Tablets,Tecno Spark 20 Pro,470624.29,5,0,2353121.45,Pos,16.0,Female,New,4.0,9.0,False,INVALID,2353121.4499999997,2023,1,January,Q1,Under 18,True,No Discount
ORD-100118,2023-01-01,Customer_6,customer118@example.com,8066850702.0,Lagos,Konga,Beauty,Maybelline Mascara,22276.54,2,0,44553.08,Ussd,60.0,Female,Vip,5.0,12.0,False,INVALID,44553.08,2023,1,January,Q1,56-65,False,No Discount
ORD-100119,2023-01-01,Customer_66,customer119@example.com,8086824970.0,Abuja,Whatsapp Commerce,Furniture,6Ft Orthopedic Mattress,289442.75,1,0,289442.75,Ussd,36.0,Female,Premium,5.0,2.0,False,INVALID,289442.75,2023,1,January,Q1,36-45,True,No Discount
ORD-100120,2023-01-01,Customer_67,customer120@example.com,8009950141.0,Kaduna,Flutterwave Store,Beauty,Dark & Lovely Relaxer,18243.68,5,10,82096.56,Bank Transfer,45.0,Female,Vip,3.0,3.0,False,INVALID,82096.56,2023,1,January,Q1,36-45,True,10-14%
ORD-100121,2023-01-01,Customer_72,customer121@example.com,8057775201.0,Rivers,Jumia,Furniture,6Ft Orthopedic Mattress,407524.61,2,5,774296.76,Ussd,28.0,Male,New,3.0,2.0,False,INVALID,774296.759,2023,1,January,Q1,26-35,True,0-9%
ORD-100122,2023-01-01,Customer_95,customer122@example.com,8049008169.0,Oyo,Konga,Fashion,Female Aso-Oke,44520.97,4,10,160275.49,Pos,49.0,Male,Regular,2.0,13.0,True,INVALID,160275.492,2023,1,January,Q1,46-55,True,10-14%
ORD-100123,2023-01-01,Customer_48,customer123@example.com,8074039294.0,Imo,Flutterwave Store,Sports,Nigeria Football Jersey,73574.1,2,15,125075.97,Ussd,19.0,Male,Premium,2.0,1.0,True,INVALID,125075.97,2023,1,January,Q1,18-25,True,15-19%
ORD-100124,2023-01-06,Customer_83,customer124@example.com,8051620928.0,Lagos,Flutterwave Store,Furniture,L-Shape Office Sofa,408253.82,5,0,2041269.1,Pay On Delivery,43.0,Female,Vip,5.0,4.0,True,INVALID,2041269.1,2023,1,January,Q1,36-45,True,No Discount
ORD-100125,2023-02-06,Customer_70,customer125@example.com,8053746844.0,Abuja,Flutterwave Store,Beauty,Neutrogena Body Lotion,24096.11,4,10,86746.0,Bank Transfer,53.0,Female,Premium,3.0,5.0,False,INVALID,86745.996,2023,2,February,Q1,46-55,True,10-14%
ORD-100126,2023-03-06,Customer_78,notanemail,8012011771.0,Rivers,Jiji,Fashion,Female Gele Headtie,42637.41,3,0,64540.42,Pay On Delivery,46.0,Female,Premium,1.0,13.0,False,INVALID,127912.23000000001,2023,3,March,Q1,46-55,False,No Discount
ORD-100127,2023-04-06,Customer_67,customer127@example.com,8024442236.0,Enugu,Konga,Electronics,Sony Home Theatre,62262.42,2,10,112072.36,Pos,42.0,Female,New,4.0,6.0,False,INVALID,112072.356,2023,4,April,Q2,36-45,True,10-14%
ORD-100128,2023-01-01,Customer_48,customer128@example.com,8033097076.0,Imo,Konga,Books,Waec Past Questions,5589.04,1,0,5589.04,Pos,41.5,Female,Regular,3.0,5.0,True,INVALID,5589.04,2023,1,January,Q1,36-45,False,No Discount
ORD-100129,2023-07-06,Customer_65,customer129@example.com,859798118.0,Rivers,Konga,Books,Nigerian Law Reports,4699.09,1,0,4699.09,Ussd,40.0,Female,Premium,3.0,1.0,False,INVALID,4699.09,2023,7,July,Q3,36-45,False,No Discount
ORD-100130,2023-08-06,Customer_44,customer130@example.com,8035969839.0,Kano,Jumia,Books,Waec Past Questions,2138.79,2,0,4277.58,Card,41.5,Male,New,2.0,3.0,False,INVALID,4277.58,2023,8,August,Q3,36-45,False,No Discount
ORD-100131,2023-09-06,Unknown Customer,customer131@example.com,896788530.0,Delta,Flutterwave Store,Furniture,Glass Centre Table,325789.37,5,0,1628946.85,Card,48.0,Female,Premium,4.0,1.0,False,INVALID,1628946.85,2023,9,September,Q3,46-55,True,No Discount
ORD-100132,2023-10-06,Customer_63,customer132@example.com,8012994931.0,Oyo,Konga,Electronics,Samsung Smart Tv,261528.05,1,0,261528.05,Pos,19.0,Male,Regular,5.0,11.0,False,INVALID,261528.05,2023,10,October,Q4,18-25,True,No Discount
ORD-100133,2023-12-06,Customer_46,customer133@example.com,8044927511.0,Kano,Whatsapp Commerce,Furniture,6Ft Orthopedic Mattress,427860.85,3,0,1283582.55,Pos,40.0,Male,Premium,3.0,5.0,False,INVALID,1283582.5499999998,2023,12,December,Q4,36-45,True,No Discount
ORD-100134,2023-01-01,Customer_19,missing@,8098540552.0,Enugu,Jiji,Sports,Adidas Running Sneakers,17364.9,1,0,17364.9,Bank Transfer,35.0,Male,Regular,5.0,5.0,True,INVALID,17364.9,2023,1,January,Q1,26-35,False,No Discount
ORD-100135,2023-01-01,Customer_64,customer135@example.com,8026919912.0,Oyo,Jumia,Furniture,Wardrobe 4-Door,441310.94,5,5,2096226.96,Pos,49.0,Female,New,3.0,12.0,False,INVALID,2096226.965,2023,1,January,Q1,46-55,True,0-9%
ORD-100136,2023-01-01,Customer_83,customer136@example.com,8026893687.0,Kaduna,Jiji,Electronics,Samsung Smart Tv,230380.06,3,10,622026.16,Pos,41.0,Female,New,5.0,11.0,False,INVALID,622026.162,2023,1,January,Q1,36-45,True,10-14%
ORD-100137,2023-01-01,Customer_73,customer137@example.com,8044247437.0,Enugu,Flutterwave Store,Electronics,Scanfrost Refrigerator,250821.96,4,0,1003287.84,Bank Transfer,20.0,Female,Regular,4.0,13.0,False,INVALID,1003287.84,2023,1,January,Q1,18-25,True,No Discount
ORD-100138,2023-01-01,Customer_71,missing@,8044913770.0,Oyo,Whatsapp Commerce,Sports,Treadmill Manual,109543.01,3,0,64540.42,Pay On Delivery,50.0,Female,Regular,2.0,6.0,True,INVALID,328629.02999999997,2023,1,January,Q1,46-55,False,No Discount
ORD-100139,2023-01-01,Customer_50,no-email@placeholder.ng,8089694057.0,Enugu,Flutterwave Store,Electronics,Hisense Chest Freezer,224295.03,5,0,1121475.15,Pay On Delivery,43.0,Female,New,4.0,8.0,True,INVALID,1121475.15,2023,1,January,Q1,36-45,True,No Discount
ORD-100140,2023-01-01,Customer_63,customer140@example.com,8043890528.0,Kano,Konga,Beauty,Neutrogena Body Lotion,8927.95,4,0,35711.8,Bank Transfer,44.0,Male,Regular,1.0,10.0,False,INVALID,35711.8,2023,1,January,Q1,36-45,False,No Discount
ORD-100141,2023-01-01,Customer_41,customer141@example.com,8088783544.0,Kaduna,Jiji,Electronics,Sony Home Theatre,291410.96,5,5,1384202.06,Bank Transfer,24.0,Male,Regular,2.0,12.0,False,INVALID,1384202.06,2023,1,January,Q1,18-25,True,0-9%
ORD-100142,2023-01-01,Customer_7,customer142@example.com,8058065203.0,Enugu,Whatsapp Commerce,Books,Acca F3 Textbook,5121.04,1,10,4608.94,Pay On Delivery,53.0,Female,Vip,4.0,1.0,False,INVALID,4608.936,2023,1,January,Q1,46-55,False,10-14%
ORD-100143,2023-01-01,Customer_9,customer143@example.com,0000000000,Kaduna,Jiji,Beauty,Maybelline Mascara,1628.32,1,5,1546.9,Pay On Delivery,21.0,Male,Premium,1.0,4.0,False,INVALID,1546.9039999999998,2023,1,January,Q1,18-25,False,0-9%
ORD-100144,2023-01-01,Customer_4,customer144@example.com,8072605826.0,Abuja,Jumia,Beauty,Neutrogena Body Lotion,20901.84,5,0,104509.2,Pay On Delivery,34.0,Male,New,3.0,10.0,False,INVALID,104509.2,2023,1,January,Q1,26-35,True,No Discount
ORD-100145,2023-01-01,Customer_89,customer145@example.com,8022328357.0,Enugu,Whatsapp Commerce,Sports,Treadmill Manual,43387.48,5,20,173549.92,Pay On Delivery,59.0,Female,New,3.0,11.0,False,INVALID,173549.92000000004,2023,1,January,Q1,56-65,True,20%+
ORD-100146,2023-01-01,Customer_49,customer146@example.com,8045969635.0,Delta,Jumia,Groceries,Honeywell Flour 10Kg,6303.76,1,0,6303.76,Ussd,26.0,Male,Vip,5.0,1.0,False,INVALID,6303.76,2023,1,January,Q1,26-35,False,No Discount
ORD-100147,2023-01-01,Customer_76,customer147@example.com,8041650322.0,Imo,Whatsapp Commerce,Groceries,Dangote Semolina 10Kg,3220.68,2,0,6441.36,Bank Transfer,17.0,Male,Regular,2.0,9.0,False,INVALID,6441.36,2023,1,January,Q1,Under 18,False,No Discount
ORD-100148,2023-01-01,Customer_6,customer148@example.com,8037824395.0,Kano,Konga,Electronics,Sony Home Theatre,303457.79,1,15,257939.12,Card,62.0,Female,Regular,3.0,11.0,False,INVALID,257939.12149999998,2023,1,January,Q1,56-65,True,15-19%
ORD-100149,2023-01-01,Customer_82,customer149@example.com,8072405478.0,Rivers,Jiji,Beauty,Mac Foundation,6112.15,4,0,24448.6,Ussd,41.5,Male,Regular,2.0,7.0,False,INVALID,24448.6,2023,1,January,Q1,36-45,False,No Discount
ORD-100150,2023-02-07,Unknown Customer,customer150@example.com,8023348890.0,Kaduna,Jiji,Groceries,Indomie Noodles Carton,7809.1,1,20,6247.28,Card,41.5,Female,New,3.0,7.0,False,INVALID,6247.280000000001,2023,2,February,Q1,36-45,False,20%+
ORD-100151,2023-04-07,Customer_15,customer151@example.com,8016702687.0,Kano,Flutterwave Store,Groceries,Golden Penny Rice 25Kg,6348.19,1,0,6348.19,Card,24.0,Female,Vip,5.0,12.0,True,INVALID,6348.19,2023,4,April,Q2,18-25,False,No Discount
ORD-100152,2023-05-07,Customer_67,customer152@example.com,8092707670.0,Lagos,Whatsapp Commerce,Electronics,Scanfrost Refrigerator,53269.71,1,5,50606.22,Pos,36.0,Female,Premium,4.0,5.0,False,INVALID,50606.2245,2023,5,May,Q2,36-45,False,0-9%
ORD-100153,2023-06-07,Customer_66,customer153@example.com,8044625601.0,Delta,Whatsapp Commerce,Groceries,Titus Sardine 50Pcs,4743.32,1,20,64540.42,Bank Transfer,39.0,Male,Vip,5.0,7.0,False,INVALID,3794.656,2023,6,June,Q2,36-45,False,20%+
ORD-100154,2023-07-07,Customer_56,customer154@example.com,8095094658.0,Kano,Jumia,Furniture,Glass Centre Table,493049.47,5,10,2218722.61,Ussd,49.0,Male,New,1.0,7.0,False,INVALID,2218722.6149999998,2023,7,July,Q3,46-55,True,10-14%
ORD-100155,2023-08-07,Customer_68,customer155@example.com,8046748933.0,Imo,Whatsapp Commerce,Fashion,Men Senator Native,22520.28,1,0,22520.28,Bank Transfer,37.0,Male,Premium,3.0,2.0,True,INVALID,22520.28,2023,8,August,Q3,36-45,False,No Discount
ORD-100156,2023-10-07,Customer_32,customer156@example.com,897079527.0,Delta,Jiji,Sports,Adidas Running Sneakers,24306.54,2,10,64540.42,Pay On Delivery,18.0,Female,Regular,1.0,13.0,False,INVALID,43751.772000000004,2023,10,October,Q4,18-25,False,10-14%
ORD-100157,2023-11-07,Customer_66,customer157@example.com,8008225955.0,Delta,Whatsapp Commerce,Fashion,Men Senator Native,23103.08,2,5,43895.85,Bank Transfer,27.0,Male,Vip,3.0,4.0,False,INVALID,43895.852,2023,11,November,Q4,26-35,False,0-9%
ORD-100158,2023-12-07,Customer_29,customer158@example.com,8057042176.0,Kano,Flutterwave Store,Electronics,Hisense Chest Freezer,186673.31,1,0,186673.31,Card,43.0,Male,Vip,2.0,7.0,False,INVALID,186673.31,2023,12,December,Q4,36-45,True,No Discount
ORD-100159,2023-01-01,Customer_66,customer159@example.com,8048412342.0,Delta,Flutterwave Store,Books,Nigerian Law Reports,9210.22,4,20,64540.42,Pay On Delivery,45.0,Female,New,3.0,3.0,False,INVALID,29472.703999999998,2023,1,January,Q1,36-45,False,20%+
ORD-100160,2023-01-01,Customer_34,customer160@example.com,8045699783.0,Rivers,Jiji,Sports,Nigeria Football Jersey,84764.96,2,10,152576.93,Bank Transfer,41.0,Female,Vip,1.0,2.0,False,INVALID,152576.928,2023,1,January,Q1,36-45,True,10-14%
ORD-100161,2023-01-01,Customer_27,customer161@example.com,8078642084.0,Rivers,Jiji,Electronics,Scanfrost Refrigerator,149854.26,1,10,134868.83,Bank Transfer,63.0,Female,Premium,4.0,10.0,False,INVALID,134868.834,2023,1,January,Q1,56-65,True,10-14%
ORD-100162,2023-01-01,Customer_60,customer162@example.com,8034310734.0,Imo,Jiji,Beauty,Neutrogena Body Lotion,6076.16,1,0,6076.16,Card,36.0,Male,Vip,3.0,2.0,False,INVALID,6076.16,2023,1,January,Q1,36-45,False,No Discount
ORD-100163,2023-01-01,Customer_39,customer163@example.com,8076353604.0,Imo,Whatsapp Commerce,Books,Nigerian Law Reports,8166.59,2,20,13066.54,Pay On Delivery,43.0,Female,New,4.0,13.0,False,INVALID,13066.544000000002,2023,1,January,Q1,36-45,False,20%+
ORD-100164,2023-01-01,Customer_44,customer164@example.com,8036843848.0,Abuja,Whatsapp Commerce,Fashion,Female Gele Headtie,20422.42,5,0,102112.1,Card,41.0,Male,Vip,2.0,1.0,False,INVALID,102112.09999999999,2023,1,January,Q1,36-45,True,No Discount
ORD-100165,2023-01-01,Customer_82,customer165@example.com,8064934488.0,Rivers,Konga,Electronics,Lg Air Conditioner,59312.53,4,0,64540.42,Bank Transfer,48.0,Female,Premium,1.0,5.0,False,INVALID,237250.12,2023,1,January,Q1,46-55,False,No Discount
ORD-100166,2023-01-01,Customer_36,customer166@example.com,8012145414.0,Rivers,Jumia,Beauty,Nivea Fair & Lovely,22593.85,3,10,61003.39,Ussd,41.5,Female,Premium,3.0,12.0,True,INVALID,61003.39499999999,2023,1,January,Q1,36-45,False,10-14%
ORD-100167,2023-01-01,Customer_19,customer167@example.com,842301093.0,Kaduna,Whatsapp Commerce,Sports,Kettlebell 20Kg,83872.96,3,0,251618.88,Ussd,50.0,Female,New,2.0,6.0,False,INVALID,251618.88,2023,1,January,Q1,46-55,True,No Discount
ORD-100168,2023-01-01,Customer_91,customer168@example.com,8018842225.0,Oyo,Konga,Sports,Yoga Mat Non-Slip,82932.51,1,0,82932.51,Pos,49.0,Female,Regular,4.0,6.0,False,INVALID,82932.51,2023,1,January,Q1,46-55,True,No Discount
ORD-100169,2023-01-01,Customer_45,customer169@example.com,8040805029.0,Enugu,Konga,Phones & Tablets,Samsung Galaxy A55,664276.67,1,0,664276.67,Ussd,56.0,Male,New,2.0,9.0,False,INVALID,664276.67,2023,1,January,Q1,56-65,True,No Discount
ORD-100170,2023-01-01,Customer_84,customer170@example.com,888885224.0,Kaduna,Flutterwave Store,Beauty,Maybelline Mascara,13617.81,4,10,49024.12,Pay On Delivery,62.0,Male,Regular,1.0,4.0,False,INVALID,49024.116,2023,1,January,Q1,56-65,False,10-14%
ORD-100171,2023-01-01,Customer_21,customer171@example.com,8086440192.0,Imo,Whatsapp Commerce,Furniture,Glass Centre Table,412150.85,2,5,783086.61,Pos,33.0,Male,Premium,3.0,1.0,True,INVALID,783086.6149999999,2023,1,January,Q1,26-35,True,0-9%
ORD-100172,2023-01-01,Customer_23,customer172@example.com,8094082213.0,Anambra,Konga,Groceries,Indomie Noodles Carton,4235.68,1,10,3812.11,Pay On Delivery,26.0,Female,Vip,3.0,6.0,False,INVALID,3812.1120000000005,2023,1,January,Q1,26-35,False,10-14%
ORD-100173,2023-01-01,Customer_94,customer173@example.com,8096725950.0,Enugu,Flutterwave Store,Books,Jamb Cbt Practice Book,1925.49,1,0,1925.49,Ussd,38.0,Male,Vip,3.0,5.0,False,INVALID,1925.49,2023,1,January,Q1,36-45,False,No Discount
ORD-100174,2023-01-08,Unknown Customer,customer174@example.com,8022997438.0,Anambra,Jumia,Beauty,Mac Foundation,10607.0,4,20,33942.4,Ussd,63.0,Female,Premium,4.0,10.0,False,INVALID,33942.4,2023,1,January,Q1,56-65,False,20%+
ORD-100175,2023-02-08,Unknown Customer,customer175@example.com,8017460942.0,Lagos,Flutterwave Store,Phones & Tablets,Infinix Hot 40 Pro,415560.64,5,15,1766132.72,Bank Transfer,37.0,Female,New,3.0,6.0,False,INVALID,1766132.7200000002,2023,2,February,Q1,36-45,True,15-19%
ORD-100176,2023-03-08,Customer_27,customer176@example.com,8018336991.0,Imo,Jumia,Groceries,Golden Penny Rice 25Kg,5901.52,1,5,5606.44,Pay On Delivery,32.0,Male,Vip,4.0,3.0,False,INVALID,5606.444,2023,3,March,Q1,26-35,False,0-9%
ORD-100177,2023-04-08,Customer_98,missing@,8052432792.0,Kano,Jiji,Groceries,Golden Penny Rice 25Kg,1299.34,1,0,1299.34,Card,20.0,Female,New,2.0,2.0,False,INVALID,1299.34,2023,4,April,Q2,18-25,False,No Discount
ORD-100178,2023-05-08,Customer_72,customer178@example.com,8061299361.0,Oyo,Jiji,Electronics,Sony Home Theatre,61906.21,1,5,58810.9,Bank Transfer,59.0,Female,Vip,5.0,6.0,False,INVALID,58810.8995,2023,5,May,Q2,56-65,False,0-9%
ORD-100179,2023-07-08,Unknown Customer,customer179@example.com,8069202463.0,Anambra,Flutterwave Store,Groceries,Dangote Semolina 10Kg,2477.63,1,20,64540.42,Pay On Delivery,26.0,Male,Regular,5.0,13.0,False,INVALID,1982.1040000000003,2023,7,July,Q3,26-35,False,20%+
ORD-100180,2023-08-08,Customer_41,customer180@example.com,8012355646.0,Enugu,Jiji,Furniture,Computer Work Desk,151586.74,3,0,454760.22,Pos,45.0,Male,Vip,2.0,1.0,True,INVALID,454760.22,2023,8,August,Q3,36-45,True,No Discount
ORD-100181,2023-09-08,Customer_26,customer181@example.com,8097019509.0,Imo,Whatsapp Commerce,Sports,Yoga Mat Non-Slip,88665.6,1,20,70932.48,Pay On Delivery,30.0,Female,Regular,5.0,7.0,False,INVALID,70932.48000000001,2023,9,September,Q3,26-35,True,20%+
ORD-100182,2023-10-08,Customer_28,no-email@placeholder.ng,864364958.0,Kaduna,Flutterwave Store,Phones & Tablets,Tecno Spark 20 Pro,226808.96,3,0,680426.88,Pos,42.0,Male,Vip,1.0,7.0,False,INVALID,680426.88,2023,10,October,Q4,36-45,True,No Discount
ORD-100183,2023-01-01,Customer_64,customer183@example.com,8054574119.0,Abuja,Konga,Groceries,Dangote Semolina 10Kg,5248.24,3,5,14957.48,Pos,50.0,Female,Vip,2.0,10.0,False,INVALID,14957.483999999999,2023,1,January,Q1,46-55,False,0-9%
ORD-100184,2023-01-01,Customer_68,customer184@example.com,8092760483.0,Delta,Whatsapp Commerce,Electronics,Lg Air Conditioner,180581.74,5,0,902908.7,Ussd,48.0,Male,Vip,4.0,13.0,False,INVALID,902908.7,2023,1,January,Q1,46-55,True,No Discount
ORD-100185,2023-01-01,Customer_95,customer185@example.com,860498452.0,Rivers,Flutterwave Store,Furniture,Glass Centre Table,297314.83,1,0,297314.83,Card,35.0,Female,Vip,2.0,7.0,False,INVALID,297314.83,2023,1,January,Q1,26-35,True,No Discount
ORD-100186,2023-01-01,Customer_80,customer186@example.com,8079737861.0,Oyo,Jumia,Fashion,Men Agbada Set,38119.55,2,0,76239.1,Pay On Delivery,31.0,Female,Vip,3.0,12.0,True,INVALID,76239.1,2023,1,January,Q1,26-35,True,No Discount
ORD-100187,2023-01-01,Customer_51,customer187@example.com,8042612833.0,Oyo,Jiji,Sports,Kettlebell 20Kg,50312.64,2,10,90562.75,Card,49.0,Female,New,4.0,11.0,False,INVALID,90562.75200000001,2023,1,January,Q1,46-55,True,10-14%
ORD-100188,2023-01-01,Customer_74,customer188@example.com,8028214505.0,Rivers,Jiji,Sports,Yoga Mat Non-Slip,93196.63,1,10,83876.97,Pos,17.0,Male,Regular,3.0,10.0,True,INVALID,83876.967,2023,1,January,Q1,Under 18,True,10-14%
ORD-100189,2023-01-01,Customer_48,customer189@example.com,0000000000,Rivers,Jiji,Phones & Tablets,Xiaomi Redmi Note 13,357857.59,3,15,912536.85,Ussd,50.0,Male,Regular,4.0,1.0,True,INVALID,912536.8545,2023,1,January,Q1,46-55,True,15-19%
ORD-100190,2023-01-01,Customer_10,customer190@example.com,891854134.0,Delta,Flutterwave Store,Sports,Yoga Mat Non-Slip,44402.95,4,15,150970.03,Card,55.0,Female,Vip,5.0,4.0,False,INVALID,150970.03,2023,1,January,Q1,46-55,True,15-19%
ORD-100191,2023-01-01,Customer_73,customer191@example.com,8056549487.0,Delta,Whatsapp Commerce,Groceries,Indomie Noodles Carton,7689.7,4,0,30758.8,Bank Transfer,43.0,Male,New,2.0,13.0,False,INVALID,30758.8,2023,1,January,Q1,36-45,False,No Discount
ORD-100192,2023-01-01,Customer_39,customer192@example.com,8039427649.0,Lagos,Jumia,Electronics,Scanfrost Refrigerator,76764.26,2,15,130499.24,Pos,62.0,Male,New,1.0,7.0,False,INVALID,130499.24199999998,2023,1,January,Q1,56-65,True,15-19%
ORD-100193,2023-01-01,Customer_100,customer193@example.com,8029405933.0,Abuja,Jiji,Sports,Adidas Running Sneakers,13569.42,4,20,43422.14,Bank Transfer,54.0,Male,Premium,4.0,11.0,False,INVALID,43422.144,2023,1,January,Q1,46-55,False,20%+
ORD-100194,2023-01-01,Customer_100,customer194@example.com,8031092756.0,Kaduna,Whatsapp Commerce,Sports,Nigeria Football Jersey,93205.35,2,5,177090.16,Card,21.0,Female,Premium,4.0,9.0,False,INVALID,177090.165,2023,1,January,Q1,18-25,True,0-9%
ORD-100195,2023-01-01,Customer_19,customer195@example.com,8077354871.0,Lagos,Konga,Fashion,Ankara Midi Dress,5400.61,4,0,21602.44,Card,24.0,Male,New,3.0,5.0,False,INVALID,21602.44,2023,1,January,Q1,18-25,False,No Discount
ORD-100196,2023-01-01,Customer_64,customer196@example.com,8000343626.0,Delta,Konga,Fashion,Ankara Midi Dress,38075.86,1,20,30460.69,Card,35.0,Male,Premium,5.0,13.0,False,INVALID,30460.688000000002,2023,1,January,Q1,26-35,False,20%+
ORD-100197,2023-01-01,Customer_19,customer197@example.com,8057765595.0,Rivers,Jumia,Books,Nigerian Law Reports,5921.69,1,0,5921.69,Pay On Delivery,16.0,Male,Regular,3.0,2.0,True,INVALID,5921.69,2023,1,January,Q1,Under 18,False,No Discount
ORD-100198,2023-01-01,Customer_76,no-email@placeholder.ng,8042751664.0,Abuja,Jiji,Furniture,Wardrobe 4-Door,459869.0,3,0,1379607.0,Pos,23.0,Female,New,3.0,7.0,False,INVALID,1379607.0,2023,1,January,Q1,18-25,True,No Discount
ORD-100199,2023-01-01,Customer_62,customer199@example.com,880178996.0,Delta,Konga,Groceries,Honeywell Flour 10Kg,5911.5,1,0,5911.5,Pos,38.0,Female,Premium,5.0,10.0,False,INVALID,5911.5,2023,1,January,Q1,36-45,False,No Discount
ORD-100200,2023-01-09,Customer_13,customer200@example.com,8029184940.0,Kaduna,Whatsapp Commerce,Sports,Nigeria Football Jersey,74417.35,5,20,297669.4,Pos,41.5,Female,New,1.0,1.0,False,INVALID,297669.4,2023,1,January,Q1,36-45,True,20%+
